"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X5__0","X6__0","X7__0","X8__0","X9__0","X0__1","X1__1","X2__1","X3__1","X4__1","X5__1","X6__1","X7__1","X8__1","X9__1","X0__2","X1__2","X2__2","X3__2","X4__2","X5__2","X6__2","X7__2","X8__2","X9__2","X0__3","X1__3","X2__3","X3__3","X4__3","X5__3","X6__3","X7__3","X8__3","X9__3","X0__4","X1__4","X2__4","X3__4","X4__4","X5__4","X6__4","X7__4","X8__4","X9__4"
"10","0.0","2.0","3.0","3.0","3.0","3.0","0.0","1.0","0.0","3.0","2.0","1.0","3.0","3.0","3.0","3.0","0.0","0.0","0.0","2.0","2.0","2.0","3.0","1.0","3.0","3.0","3.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","3.0","1.0","2.0","3.0","0.0","2.0","2.0","3.0","3.0","3.0","3.0","1.0","1.0","3.0","0.0"
"11","0.0","3.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","0.0","1.0","1.0","1.0","1.0","3.0","2.0","3.0","3.0","0.0","0.0","0.0","1.0","1.0","2.0","3.0","3.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","3.0","1.0","0.0","1.0","0.0","2.0","1.0","1.0","0.0","3.0","3.0","1.0","2.0","2.0"
"12","0.0","0.0","1.0","1.0","2.0","1.0","3.0","3.0","3.0","1.0","3.0","0.0","1.0","1.0","2.0","0.0","2.0","2.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","3.0","0.0","0.0","3.0","1.0","0.0","3.0","0.0","2.0","0.0","2.0"
"13","0.0","1.0","3.0","3.0","2.0","3.0","2.0","2.0","1.0","0.0","0.0","0.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","1.0","3.0","0.0","3.0","3.0","3.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0","3.0","3.0","2.0","2.0","0.0","3.0","2.0","2.0","0.0","0.0","3.0","3.0","0.0","3.0","2.0","3.0","2.0","3.0"
"14","1.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","0.0","2.0","0.0","3.0","3.0","3.0","3.0","1.0","0.0","1.0","3.0","1.0","0.0","0.0","0.0","3.0","3.0","3.0","1.0","1.0","3.0","2.0","1.0","3.0","3.0","1.0","3.0","3.0","2.0","3.0","0.0","2.0","2.0","3.0","3.0","0.0","3.0","2.0","0.0","0.0","0.0"
"15","2.0","1.0","3.0","1.0","3.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","3.0","3.0","3.0","1.0","1.0","3.0","1.0","2.0","1.0","2.0","3.0","2.0","3.0","2.0","0.0","2.0","2.0","2.0","3.0","3.0","3.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","3.0","3.0","3.0","3.0","3.0","0.0","3.0","2.0","0.0"
"16","0.0","1.0","3.0","0.0","3.0","3.0","2.0","2.0","0.0","3.0","3.0","3.0","3.0","3.0","3.0","0.0","1.0","0.0","1.0","3.0","1.0","3.0","3.0","3.0","3.0","3.0","0.0","3.0","0.0","1.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","0.0","2.0","0.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","1.0","0.0"
"17","0.0","0.0","1.0","1.0","1.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","3.0","0.0","2.0","0.0","0.0","1.0","1.0","1.0","1.0","3.0","2.0","0.0","2.0","0.0","0.0","1.0","1.0","2.0","1.0","3.0","2.0","0.0","1.0"
"18","3.0","3.0","2.0","2.0","3.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","3.0","2.0","2.0","0.0","2.0","0.0","3.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","2.0","2.0","1.0","2.0","2.0","1.0","0.0","0.0","2.0","1.0","1.0","0.0","3.0","2.0","2.0","0.0","0.0","2.0","1.0"
"19","2.0","2.0","3.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","2.0","3.0","1.0","2.0","2.0","0.0","0.0","0.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0","3.0","2.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0"
"20","0.0","0.0","0.0","3.0","0.0","0.0","0.0","2.0","3.0","2.0","0.0","0.0","3.0","3.0","2.0","0.0","0.0","0.0","3.0","1.0","0.0","1.0","3.0","3.0","1.0","0.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","1.0","1.0","3.0","0.0","0.0","3.0","3.0","2.0","0.0","3.0","2.0","2.0","2.0"
"21","1.0","2.0","3.0","2.0","2.0","2.0","0.0","0.0","1.0","0.0","2.0","1.0","3.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","3.0","0.0","1.0","1.0","2.0","3.0","0.0","1.0","0.0","3.0","0.0","3.0","0.0","2.0","2.0","0.0","0.0","3.0","0.0","3.0","0.0","3.0","1.0","0.0","3.0","0.0","2.0","0.0","2.0"
"22","2.0","1.0","3.0","3.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","3.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","0.0","3.0","1.0","1.0","0.0","3.0","0.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","1.0","0.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0"
"23","0.0","0.0","3.0","3.0","1.0","3.0","0.0","3.0","3.0","2.0","0.0","2.0","0.0","3.0","3.0","2.0","1.0","2.0","3.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0","3.0","3.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","2.0","0.0","3.0","2.0"
"24","0.0","0.0","3.0","3.0","3.0","3.0","0.0","1.0","3.0","3.0","1.0","3.0","3.0","3.0","3.0","3.0","1.0","3.0","0.0","0.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","0.0","3.0","3.0","3.0","1.0","1.0","2.0","0.0","3.0","1.0","3.0","3.0","1.0","0.0","3.0","0.0"
"25","0.0","0.0","1.0","3.0","1.0","3.0","2.0","0.0","2.0","0.0","0.0","0.0","3.0","3.0","2.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","3.0","3.0","1.0","0.0","0.0","3.0","0.0","2.0","0.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","2.0","3.0","2.0","0.0","3.0","3.0","0.0","1.0","1.0","0.0","3.0","3.0"
"26","0.0","2.0","3.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","2.0","1.0","1.0","1.0","0.0","3.0","2.0","2.0","0.0","2.0","0.0","0.0","3.0","1.0","3.0","3.0","2.0","2.0","1.0","0.0","3.0","0.0","0.0","2.0","3.0","3.0","0.0","2.0","2.0","0.0","0.0","2.0"
"27","0.0","3.0","0.0","3.0","2.0","2.0","0.0","3.0","3.0","0.0","0.0","0.0","3.0","2.0","2.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","2.0","3.0","2.0","2.0","3.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0","3.0","2.0","3.0","0.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0"
"28","0.0","0.0","3.0","3.0","3.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0","3.0","3.0","2.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","3.0","3.0","1.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0","3.0","3.0","3.0","1.0","0.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","2.0","0.0"
"29","0.0","0.0","3.0","0.0","3.0","1.0","0.0","3.0","3.0","3.0","3.0","0.0","3.0","3.0","3.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","1.0","0.0","0.0","3.0","3.0","2.0","0.0","1.0","1.0","2.0","0.0","3.0","2.0","3.0","3.0","3.0","1.0","3.0","0.0","0.0","2.0"
"30","3.0","1.0","3.0","3.0","3.0","3.0","2.0","3.0","1.0","0.0","1.0","2.0","0.0","3.0","3.0","3.0","1.0","3.0","1.0","2.0","1.0","0.0","3.0","3.0","3.0","3.0","2.0","3.0","1.0","3.0","1.0","0.0","3.0","3.0","3.0","3.0","1.0","2.0","1.0","1.0","0.0","2.0","2.0","3.0","1.0","3.0","2.0","2.0","1.0","3.0"
"31","1.0","3.0","2.0","3.0","2.0","2.0","1.0","0.0","2.0","0.0","0.0","3.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","3.0","2.0","3.0","1.0","0.0","3.0","2.0","2.0","1.0","2.0","1.0","0.0","3.0","0.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0","0.0"
"32","2.0","1.0","3.0","3.0","3.0","3.0","2.0","1.0","1.0","0.0","0.0","2.0","3.0","3.0","3.0","3.0","2.0","0.0","1.0","3.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0","2.0","2.0","3.0","3.0","0.0","3.0","3.0","3.0","3.0","2.0","1.0","1.0","2.0","1.0","0.0","3.0","3.0","3.0","3.0","3.0","2.0","0.0","2.0"
"33","0.0","0.0","1.0","1.0","0.0","3.0","1.0","3.0","3.0","1.0","0.0","0.0","1.0","1.0","2.0","3.0","0.0","1.0","3.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","1.0","2.0","3.0","1.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","1.0","0.0","0.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","2.0"
"34","2.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","0.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","0.0","0.0","1.0","0.0","3.0","3.0","3.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","1.0","3.0","2.0","2.0","2.0","3.0","1.0","0.0","0.0","0.0","1.0","3.0","3.0","2.0","2.0","0.0","0.0","1.0","2.0"
"35","0.0","0.0","1.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","1.0","1.0","3.0","0.0","1.0","3.0","3.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0"
"36","0.0","0.0","3.0","3.0","1.0","2.0","2.0","3.0","2.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","1.0","1.0","2.0","3.0","3.0","3.0","2.0","0.0","2.0","3.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0"
"37","0.0","0.0","1.0","1.0","2.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","3.0","2.0","3.0","3.0","1.0","2.0","0.0","0.0","1.0","1.0","1.0","3.0","2.0","0.0","2.0","1.0","0.0","0.0","1.0","1.0","2.0","1.0","0.0","2.0","3.0","3.0","0.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","3.0"
"38","1.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","3.0","2.0","0.0","1.0","3.0","2.0","1.0","2.0","0.0","0.0","0.0","3.0","1.0","3.0","0.0","1.0","1.0","2.0","2.0","0.0","3.0","0.0","2.0","0.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","3.0","2.0","2.0","0.0","0.0","1.0","0.0"
"39","2.0","3.0","1.0","3.0","2.0","2.0","1.0","1.0","0.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","1.0","3.0","2.0","0.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","0.0","3.0","2.0","2.0","1.0","1.0","1.0","3.0"
"40","2.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","0.0","3.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","2.0","0.0","1.0","1.0","3.0","0.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","1.0","3.0","3.0"
"41","0.0","0.0","3.0","3.0","0.0","3.0","2.0","0.0","0.0","3.0","2.0","0.0","3.0","3.0","1.0","0.0","1.0","1.0","2.0","3.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","2.0","0.0","0.0","1.0","3.0","3.0","3.0","0.0","1.0","1.0","3.0","0.0","3.0","0.0","3.0","3.0","1.0","3.0","1.0","2.0","1.0","1.0"
"42","0.0","0.0","3.0","3.0","3.0","3.0","1.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","3.0","1.0","3.0","1.0","0.0","2.0","0.0","0.0","0.0","3.0","2.0","1.0","2.0","2.0","0.0","2.0","0.0","1.0","3.0","3.0","1.0","1.0","2.0","3.0","0.0","2.0","0.0","2.0","3.0","3.0","1.0","2.0","1.0","1.0","1.0","1.0"
"43","0.0","1.0","3.0","3.0","2.0","2.0","0.0","0.0","1.0","3.0","0.0","3.0","3.0","3.0","2.0","2.0","3.0","1.0","3.0","2.0","0.0","2.0","3.0","0.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","3.0","2.0","2.0","0.0","0.0","3.0","3.0","2.0","0.0","2.0","3.0","2.0","0.0","2.0","3.0","2.0","3.0"
"44","2.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","0.0","3.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","0.0","1.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","1.0","3.0","2.0","1.0","3.0","3.0","3.0","2.0","2.0","3.0","0.0","3.0","0.0"
"45","2.0","2.0","2.0","3.0","0.0","2.0","1.0","0.0","2.0","0.0","3.0","1.0","3.0","3.0","2.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","0.0","3.0","0.0","1.0","1.0","3.0","0.0","2.0","2.0","2.0","0.0","0.0","3.0","3.0","3.0","3.0","3.0","0.0","3.0","2.0","1.0"
"46","1.0","3.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","0.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","0.0","3.0","0.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","0.0","3.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0"
"47","3.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","0.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","0.0","1.0","0.0","2.0","2.0","0.0","3.0","3.0","3.0","3.0","1.0","1.0","2.0","3.0","1.0","0.0","3.0","3.0","3.0","3.0","2.0","1.0","1.0","3.0","0.0","2.0","2.0","3.0","0.0","3.0","1.0","3.0","0.0","1.0"
"48","0.0","0.0","3.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","0.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","0.0","0.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","3.0","0.0","1.0","0.0","3.0","3.0","0.0","0.0","0.0","3.0","3.0","3.0","1.0","1.0","2.0","3.0","1.0"
"49","2.0","2.0","3.0","3.0","2.0","2.0","0.0","2.0","2.0","0.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0","3.0","3.0","2.0","2.0","3.0","0.0","2.0","0.0","0.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","1.0"
"50","3.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0","3.0","0.0","0.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","1.0","3.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","2.0","0.0","1.0","1.0","0.0","2.0","3.0","2.0","0.0","1.0","2.0","2.0","1.0","1.0","2.0","0.0"
"51","3.0","3.0","3.0","3.0","2.0","2.0","0.0","2.0","3.0","3.0","0.0","0.0","3.0","3.0","2.0","2.0","3.0","1.0","0.0","1.0","1.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","1.0","3.0","0.0","3.0","0.0","2.0","2.0","3.0","0.0","2.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","0.0"
"52","0.0","0.0","1.0","1.0","2.0","1.0","2.0","3.0","2.0","2.0","0.0","0.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","1.0","0.0","0.0","1.0","1.0","3.0","0.0","1.0","3.0","0.0","3.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0","0.0","3.0","1.0","1.0","3.0","2.0","1.0","2.0","0.0","0.0"
"53","2.0","1.0","3.0","3.0","2.0","2.0","3.0","2.0","3.0","1.0","0.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","1.0","0.0","0.0","3.0","3.0","3.0","2.0","2.0","0.0","3.0","3.0","2.0","1.0","0.0","3.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","0.0","3.0","3.0","2.0","2.0","2.0","0.0","0.0","2.0"
"54","1.0","2.0","3.0","3.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","2.0","3.0","3.0","2.0","3.0","3.0","1.0","2.0","0.0","1.0","0.0","2.0","3.0","3.0","1.0","2.0","2.0","1.0","0.0","0.0","1.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","1.0","3.0","1.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","1.0"
"55","1.0","2.0","2.0","1.0","2.0","2.0","0.0","2.0","0.0","1.0","2.0","3.0","2.0","0.0","3.0","2.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0","3.0","2.0","3.0","0.0","2.0","2.0","0.0","3.0","0.0","0.0"
"56","0.0","2.0","2.0","3.0","3.0","3.0","0.0","3.0","0.0","3.0","3.0","2.0","1.0","3.0","1.0","3.0","1.0","3.0","3.0","0.0","1.0","2.0","3.0","3.0","2.0","3.0","3.0","2.0","0.0","3.0","3.0","1.0","3.0","3.0","3.0","3.0","0.0","0.0","3.0","3.0","0.0","2.0","1.0","3.0","3.0","3.0","0.0","1.0","2.0","0.0"
"57","0.0","2.0","2.0","1.0","2.0","2.0","3.0","0.0","1.0","2.0","1.0","0.0","3.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","3.0","2.0","2.0","0.0","3.0","2.0","1.0","3.0","3.0","1.0","0.0","1.0","2.0","0.0","0.0","3.0","1.0","2.0","1.0","3.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0"
"58","2.0","0.0","1.0","1.0","1.0","3.0","1.0","1.0","0.0","1.0","0.0","0.0","3.0","1.0","2.0","1.0","2.0","3.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","1.0","0.0","3.0","2.0","1.0","3.0","0.0"
"59","3.0","2.0","2.0","3.0","3.0","3.0","0.0","1.0","3.0","1.0","0.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","0.0","0.0","0.0","3.0","3.0","3.0","3.0","0.0","1.0","1.0","2.0","2.0","0.0","3.0","3.0","3.0","3.0","0.0","2.0","0.0","1.0","3.0","3.0","3.0","2.0","3.0","1.0","2.0","2.0","0.0","1.0"
"60","0.0","0.0","3.0","3.0","3.0","3.0","2.0","1.0","0.0","2.0","0.0","0.0","1.0","3.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","3.0","3.0","1.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","3.0","3.0","1.0","1.0","0.0","3.0","3.0","0.0","3.0","2.0","3.0","1.0","1.0","0.0","3.0","0.0","3.0","3.0"
"61","1.0","2.0","3.0","3.0","3.0","3.0","1.0","1.0","0.0","0.0","0.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","2.0","0.0","2.0","1.0","2.0","2.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","2.0","3.0","3.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","3.0","3.0","0.0","3.0","1.0","2.0"
"62","3.0","0.0","3.0","3.0","2.0","2.0","3.0","0.0","2.0","3.0","1.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","0.0","2.0","0.0","2.0","3.0","1.0","3.0","3.0","2.0","2.0","0.0","2.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","1.0","3.0","1.0"
"63","0.0","0.0","3.0","2.0","1.0","1.0","3.0","0.0","1.0","0.0","0.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","0.0","0.0","0.0","3.0","3.0","3.0","0.0","2.0","1.0","2.0","0.0","0.0","2.0","3.0","2.0","3.0","0.0","0.0","3.0","3.0","1.0","0.0","0.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0"
"64","0.0","2.0","3.0","1.0","0.0","2.0","1.0","1.0","1.0","3.0","0.0","0.0","3.0","3.0","2.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","3.0","0.0","1.0","3.0","0.0","2.0","2.0","0.0","1.0","1.0","2.0","0.0"
"65","1.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","1.0","2.0","0.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","3.0","3.0","2.0","2.0","3.0","3.0","1.0","2.0","2.0","0.0","3.0","3.0","2.0","2.0","2.0","1.0","1.0","3.0","1.0","1.0","3.0","3.0","3.0","1.0","0.0","1.0","0.0","1.0"
