"subject_id","X0__0","X1__0","X2__0","X0__1","X1__1","X2__1","X0__2","X1__2","X2__2","X0__3","X1__3","X2__3","X0__4","X1__4","X2__4","X0__5","X1__5","X2__5"
"51","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0"
"52","0.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"53","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0"
"54","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0"
"55","1.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0","1.0"
"56","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0"
"57","0.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"58","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0"
"59","1.0","2.0","1.0","2.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","0.0","2.0","1.0","2.0"
"60","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","2.0"
"61","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"62","0.0","2.0","0.0","1.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","2.0","2.0"
"63","1.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"64","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"65","0.0","2.0","2.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0"
"66","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","2.0","0.0","2.0","2.0"
"67","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","0.0"
"68","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","2.0","2.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0"
"69","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0"
"70","1.0","0.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"71","1.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0"
"72","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"73","1.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0"
"74","2.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"75","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","0.0","2.0","0.0"
"76","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","2.0","0.0","2.0","1.0","2.0","0.0"
"77","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0"
"78","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0"
"79","2.0","2.0","0.0","0.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","1.0"
"80","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0"
"81","1.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0"
"82","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0"
"83","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0"
"84","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0"
"85","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","0.0"
"86","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0"
"87","2.0","0.0","1.0","2.0","2.0","1.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0"
"88","0.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","2.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","0.0"
"89","1.0","2.0","1.0","2.0","1.0","0.0","2.0","2.0","2.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0"
"90","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","2.0","0.0","1.0"
"91","0.0","2.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","0.0","2.0","2.0","2.0"
"92","2.0","0.0","1.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0"
"93","0.0","2.0","0.0","1.0","0.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","1.0"
"94","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0","2.0","2.0","1.0"
"95","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0"
"96","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0"
"97","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0"
"98","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0"
"99","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0"
"100","2.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0"
"101","2.0","2.0","2.0","2.0","0.0","2.0","1.0","0.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0"
"102","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0"
"103","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0"
"104","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0"
"105","0.0","0.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","0.0","2.0"
"106","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","0.0","1.0"
"107","0.0","0.0","2.0","2.0","0.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","2.0","0.0"
"108","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"109","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","2.0","2.0"
"110","1.0","1.0","0.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"111","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0"
"112","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","2.0"
"113","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0"
"114","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","2.0","0.0","1.0","2.0","1.0","1.0","1.0"
"115","0.0","0.0","2.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0","1.0"
"116","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","0.0","1.0"
"117","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0"
"118","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"119","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0"
"120","0.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","2.0","1.0","1.0","0.0","0.0","2.0","2.0"
"121","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0"
"122","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0"
"123","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","1.0"
"124","0.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0"
"125","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0"
"126","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0"
"127","0.0","0.0","0.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"128","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","2.0","1.0","0.0","1.0","1.0"
"129","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0","1.0","0.0","2.0","0.0"
"130","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0"
"131","0.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","2.0","2.0","1.0"
"132","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"133","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"134","1.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0"
"135","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0","0.0","1.0"
"136","0.0","2.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0"
"137","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0"
"138","0.0","2.0","1.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0"
"139","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0"
"140","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0"
"141","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0"
"142","0.0","0.0","2.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"143","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0"
"144","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0"
"145","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0"
"146","0.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0"
"147","2.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","2.0"
"148","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"149","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"150","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0","1.0","2.0","1.0","0.0","1.0"
"151","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0"
"152","0.0","2.0","2.0","1.0","1.0","0.0","2.0","2.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0"
"153","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0"
"154","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0"
"155","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","0.0","1.0","1.0"
"156","2.0","0.0","1.0","0.0","2.0","1.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0"
"157","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"158","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0"
"159","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0"
"160","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"161","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","2.0","2.0"
"162","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0"
"163","2.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0"
"164","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"165","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"166","1.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0"
"167","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0"
"168","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0"
"169","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0"
"170","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0"
"171","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"172","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"173","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0"
"174","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0"
"175","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0"
"176","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0"
"177","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0"
"178","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0","2.0"
"179","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"180","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0"
