"subject_id","X0__0","X1__0","X2__0","X3__0","X0__1","X1__1","X2__1","X3__1"
"28","2.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"29","2.0","1.0","0.0","1.0","0.0","1.0","2.0","0.0"
"30","2.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"31","1.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0"
"32","0.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0"
"33","2.0","2.0","0.0","2.0","0.0","1.0","2.0","1.0"
"34","2.0","0.0","0.0","1.0","0.0","2.0","2.0","2.0"
"35","2.0","2.0","0.0","1.0","0.0","1.0","2.0","1.0"
"36","0.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0"
"37","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0"
"38","1.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0"
"39","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"40","0.0","0.0","1.0","2.0","0.0","2.0","2.0","0.0"
"41","2.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0"
"42","2.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0"
"43","2.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0"
"44","2.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0"
"45","1.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0"
"46","2.0","1.0","0.0","0.0","0.0","0.0","2.0","2.0"
"47","1.0","2.0","1.0","0.0","1.0","0.0","1.0","1.0"
"48","0.0","1.0","1.0","1.0","0.0","1.0","1.0","2.0"
"49","2.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0"
"50","0.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0"
"51","0.0","1.0","2.0","1.0","0.0","2.0","0.0","1.0"
"52","2.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"53","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"54","0.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0"
"55","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0"
"56","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0"
"57","1.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0"
"58","2.0","0.0","1.0","2.0","0.0","1.0","2.0","1.0"
"59","0.0","2.0","2.0","1.0","2.0","0.0","0.0","2.0"
"60","1.0","1.0","0.0","1.0","0.0","2.0","0.0","2.0"
"61","2.0","1.0","2.0","2.0","0.0","2.0","1.0","0.0"
"62","1.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0"
"63","0.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0"
"64","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"65","1.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"66","2.0","1.0","0.0","1.0","0.0","1.0","2.0","0.0"
"67","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0"
"68","1.0","0.0","1.0","1.0","0.0","2.0","2.0","1.0"
"69","0.0","1.0","1.0","2.0","2.0","0.0","1.0","2.0"
"70","0.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"71","2.0","0.0","0.0","2.0","2.0","1.0","0.0","0.0"
"72","0.0","2.0","2.0","1.0","2.0","2.0","0.0","2.0"
"73","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"74","2.0","2.0","0.0","0.0","1.0","0.0","1.0","1.0"
"75","0.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0"
"76","2.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0"
"77","0.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0"
"78","0.0","1.0","2.0","0.0","2.0","1.0","0.0","0.0"
"79","0.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0"
"80","1.0","0.0","2.0","2.0","1.0","0.0","2.0","0.0"
"81","1.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"82","0.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0"
"83","2.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0"
"84","0.0","0.0","2.0","2.0","2.0","2.0","2.0","0.0"
"85","1.0","2.0","0.0","2.0","2.0","2.0","2.0","2.0"
"86","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"87","1.0","0.0","0.0","2.0","1.0","2.0","2.0","0.0"
"88","2.0","1.0","0.0","0.0","0.0","2.0","2.0","1.0"
"89","2.0","2.0","1.0","2.0","0.0","1.0","2.0","0.0"
"90","1.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0"
"91","2.0","2.0","0.0","2.0","0.0","1.0","2.0","0.0"
"92","1.0","1.0","2.0","1.0","2.0","0.0","1.0","1.0"
"93","2.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0"
"94","2.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0"
"95","1.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0"
"96","2.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0"
"97","2.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0"
"98","1.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0"
"99","2.0","1.0","0.0","2.0","1.0","1.0","2.0","1.0"
"100","2.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0"
"101","1.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"102","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0"
"103","1.0","1.0","0.0","0.0","1.0","2.0","0.0","1.0"
"104","2.0","1.0","0.0","2.0","0.0","0.0","0.0","1.0"
"105","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0"
"106","0.0","2.0","1.0","0.0","2.0","0.0","0.0","2.0"
"107","1.0","2.0","2.0","2.0","2.0","1.0","2.0","0.0"
"108","0.0","1.0","2.0","2.0","0.0","2.0","1.0","1.0"
"109","1.0","2.0","1.0","2.0","1.0","2.0","0.0","1.0"
"110","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0"
"111","0.0","2.0","2.0","0.0","2.0","0.0","1.0","2.0"
"112","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0"
"113","0.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0"
"114","2.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0"
"115","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"116","0.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"117","0.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"118","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"119","1.0","1.0","0.0","2.0","0.0","0.0","2.0","1.0"
"120","1.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"121","0.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0"
"122","2.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0"
"123","1.0","2.0","0.0","1.0","0.0","0.0","2.0","0.0"
"124","2.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0"
"125","2.0","2.0","1.0","0.0","2.0","0.0","1.0","2.0"
"126","2.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0"
"127","0.0","2.0","2.0","1.0","2.0","0.0","0.0","2.0"
"128","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0"
"129","1.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0"
"130","0.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0"
"131","1.0","2.0","1.0","1.0","2.0","0.0","1.0","0.0"
"132","0.0","2.0","2.0","1.0","2.0","1.0","0.0","2.0"
"133","1.0","0.0","2.0","2.0","0.0","2.0","1.0","1.0"
"134","0.0","2.0","2.0","0.0","2.0","0.0","0.0","2.0"
"135","2.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0"
"136","1.0","0.0","1.0","2.0","0.0","2.0","2.0","0.0"
"137","2.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0"
"138","2.0","1.0","0.0","2.0","0.0","0.0","1.0","0.0"
"139","2.0","2.0","0.0","0.0","2.0","2.0","2.0","0.0"
"140","0.0","2.0","2.0","1.0","2.0","2.0","0.0","2.0"
"141","0.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0"
"142","2.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"143","2.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"144","1.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0"
"145","1.0","1.0","2.0","1.0","0.0","2.0","1.0","0.0"
"146","0.0","1.0","2.0","0.0","2.0","2.0","0.0","0.0"
"147","0.0","0.0","2.0","1.0","2.0","0.0","2.0","1.0"
"148","1.0","1.0","2.0","0.0","2.0","2.0","1.0","1.0"
"149","2.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0"
"150","2.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0"
"151","0.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0"
"152","1.0","1.0","0.0","2.0","1.0","0.0","2.0","2.0"
"153","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0"
"154","2.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0"
"155","2.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0"
"156","2.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0"
"157","1.0","1.0","1.0","2.0","1.0","0.0","2.0","2.0"
"158","0.0","1.0","1.0","0.0","0.0","1.0","2.0","0.0"
"159","0.0","0.0","2.0","1.0","2.0","0.0","0.0","2.0"
"160","0.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0"
"161","2.0","0.0","0.0","1.0","0.0","1.0","2.0","2.0"
"162","0.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"163","2.0","1.0","0.0","0.0","0.0","2.0","2.0","2.0"
"164","1.0","1.0","2.0","0.0","0.0","1.0","0.0","0.0"
"165","1.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0"
"166","2.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"167","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0"
"168","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"169","0.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0"
"170","2.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"171","1.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0"
"172","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0"
"173","2.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0"
"174","2.0","1.0","0.0","2.0","0.0","2.0","2.0","1.0"
"175","2.0","1.0","0.0","2.0","0.0","0.0","2.0","1.0"
"176","0.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0"
"177","0.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0"
"178","2.0","2.0","0.0","1.0","1.0","0.0","1.0","0.0"
"179","1.0","2.0","0.0","1.0","0.0","2.0","0.0","2.0"
"180","2.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0"
"181","0.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0"
"182","1.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"183","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"184","1.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"185","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"186","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0"
"187","0.0","0.0","2.0","2.0","2.0","1.0","0.0","1.0"
"188","2.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0"
"189","1.0","1.0","1.0","0.0","2.0","1.0","2.0","1.0"
"190","2.0","2.0","0.0","2.0","0.0","0.0","2.0","1.0"
"191","0.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0"
"192","2.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0"
"193","1.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0"
"194","1.0","1.0","0.0","2.0","1.0","1.0","0.0","1.0"
"195","2.0","1.0","0.0","2.0","0.0","2.0","1.0","0.0"
"196","0.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0"
"197","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"198","0.0","0.0","2.0","1.0","2.0","2.0","0.0","1.0"
"199","0.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0"
"200","2.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0"
"201","0.0","1.0","2.0","0.0","2.0","1.0","2.0","0.0"
"202","1.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0"
"203","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0"
"204","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"205","1.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0"
"206","0.0","1.0","2.0","2.0","1.0","0.0","1.0","2.0"
"207","1.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0"
"208","1.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0"
"209","1.0","1.0","1.0","2.0","1.0","0.0","1.0","0.0"
"210","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0"
"211","1.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"212","2.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0"
"213","1.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0"
"214","2.0","1.0","2.0","1.0","1.0","0.0","1.0","0.0"
"215","0.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0"
"216","0.0","0.0","2.0","0.0","0.0","1.0","0.0","0.0"
"217","1.0","1.0","2.0","1.0","0.0","1.0","0.0","0.0"
"218","0.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0"
"219","0.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0"
"220","0.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"221","2.0","1.0","0.0","0.0","0.0","0.0","2.0","2.0"
"222","2.0","2.0","0.0","2.0","0.0","2.0","1.0","0.0"
"223","0.0","0.0","1.0","2.0","2.0","2.0","0.0","1.0"
"224","2.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0"
"225","0.0","1.0","2.0","1.0","0.0","1.0","1.0","2.0"
"226","1.0","0.0","2.0","2.0","0.0","0.0","2.0","1.0"
"227","1.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0"
"228","1.0","0.0","0.0","1.0","2.0","2.0","2.0","2.0"
"229","1.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0"
"230","1.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0"
"231","0.0","2.0","2.0","2.0","2.0","2.0","0.0","2.0"
"232","0.0","2.0","2.0","2.0","2.0","1.0","0.0","1.0"
"233","0.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0"
"234","1.0","2.0","1.0","0.0","2.0","0.0","1.0","0.0"
"235","2.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0"
"236","1.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0"
"237","0.0","1.0","0.0","2.0","1.0","2.0","0.0","0.0"
"238","2.0","2.0","1.0","0.0","2.0","0.0","1.0","2.0"
"239","2.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"240","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0"
"241","0.0","1.0","0.0","1.0","1.0","0.0","2.0","1.0"
"242","2.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0"
"243","1.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0"
"244","2.0","0.0","0.0","2.0","0.0","0.0","2.0","1.0"
"245","0.0","1.0","2.0","1.0","2.0","2.0","0.0","2.0"
"246","2.0","1.0","0.0","2.0","0.0","2.0","2.0","2.0"
"247","2.0","1.0","0.0","1.0","0.0","2.0","2.0","0.0"
"248","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"249","2.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0"
"250","2.0","2.0","1.0","0.0","1.0","0.0","1.0","2.0"
"251","0.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0"
"252","0.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0"
"253","0.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0"
"254","2.0","0.0","0.0","1.0","0.0","1.0","2.0","1.0"
"255","2.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0"
"256","2.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0"
"257","2.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0"
"258","1.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0"
"259","2.0","2.0","0.0","0.0","2.0","0.0","1.0","2.0"
"260","0.0","0.0","2.0","2.0","2.0","1.0","0.0","0.0"
"261","0.0","1.0","2.0","2.0","2.0","1.0","0.0","2.0"
"262","0.0","2.0","2.0","1.0","0.0","2.0","0.0","1.0"
"263","0.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"264","2.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0"
"265","1.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"266","2.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0"
"267","0.0","0.0","2.0","1.0","2.0","0.0","0.0","1.0"
"268","2.0","0.0","0.0","1.0","0.0","0.0","2.0","1.0"
"269","1.0","2.0","2.0","2.0","1.0","0.0","2.0","1.0"
"270","0.0","1.0","0.0","2.0","1.0","2.0","0.0","0.0"
"271","0.0","2.0","2.0","2.0","2.0","2.0","0.0","1.0"
"272","1.0","2.0","0.0","0.0","2.0","0.0","0.0","2.0"
"273","2.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0"
"274","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0"
"275","1.0","1.0","1.0","0.0","2.0","0.0","1.0","2.0"
"276","0.0","1.0","1.0","2.0","2.0","2.0","0.0","1.0"
"277","0.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0"
"278","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0"
"279","2.0","2.0","2.0","0.0","2.0","0.0","1.0","2.0"
"280","0.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0"
"281","2.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0"
"282","2.0","1.0","1.0","1.0","1.0","0.0","0.0","2.0"
"283","0.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0"
"284","2.0","0.0","0.0","1.0","0.0","1.0","2.0","1.0"
"285","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"286","1.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0"
"287","1.0","1.0","1.0","0.0","1.0","1.0","2.0","2.0"
"288","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"289","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0"
"290","1.0","1.0","2.0","0.0","0.0","1.0","2.0","0.0"
"291","1.0","1.0","2.0","1.0","0.0","2.0","0.0","2.0"
"292","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0"
"293","0.0","2.0","2.0","2.0","1.0","0.0","2.0","0.0"
"294","2.0","1.0","0.0","2.0","2.0","1.0","0.0","1.0"
"295","0.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0"
"296","2.0","1.0","0.0","2.0","1.0","0.0","2.0","1.0"
"297","0.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"298","0.0","2.0","0.0","0.0","2.0","0.0","1.0","2.0"
"299","1.0","0.0","1.0","2.0","0.0","2.0","2.0","1.0"
"300","0.0","1.0","0.0","0.0","2.0","2.0","0.0","1.0"
"301","2.0","1.0","0.0","1.0","2.0","1.0","2.0","2.0"
"302","2.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"303","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"304","0.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0"
"305","2.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0"
"306","2.0","1.0","0.0","2.0","1.0","2.0","2.0","0.0"
"307","2.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0"
"308","0.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"309","1.0","2.0","0.0","1.0","2.0","1.0","0.0","2.0"
"310","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0"
"311","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"312","1.0","2.0","0.0","2.0","1.0","2.0","1.0","0.0"
"313","1.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0"
"314","2.0","1.0","0.0","0.0","1.0","1.0","2.0","2.0"
"315","1.0","1.0","1.0","1.0","2.0","1.0","2.0","0.0"
"316","2.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0"
"317","1.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0"
"318","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0"
"319","2.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0"
"320","1.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0"
"321","0.0","0.0","1.0","2.0","2.0","2.0","2.0","2.0"
"322","1.0","2.0","0.0","0.0","1.0","0.0","2.0","1.0"
"323","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"324","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0"
"325","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"326","1.0","0.0","1.0","1.0","0.0","1.0","2.0","1.0"
"327","1.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"328","0.0","0.0","2.0","2.0","2.0","1.0","0.0","2.0"
"329","2.0","1.0","2.0","2.0","0.0","2.0","1.0","2.0"
"330","2.0","1.0","0.0","2.0","0.0","2.0","2.0","2.0"
"331","1.0","0.0","2.0","2.0","2.0","2.0","1.0","0.0"
"332","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0"
"333","2.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0"
"334","1.0","1.0","1.0","1.0","2.0","0.0","1.0","2.0"
"335","0.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0"
"336","2.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0"
"337","2.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0"
"338","1.0","1.0","2.0","1.0","0.0","1.0","0.0","1.0"
"339","2.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"340","0.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0"
"341","0.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0"
"342","0.0","2.0","2.0","1.0","2.0","1.0","0.0","2.0"
"343","1.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0"
"344","2.0","0.0","0.0","1.0","1.0","2.0","0.0","0.0"
"345","1.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0"
"346","1.0","2.0","0.0","1.0","1.0","0.0","2.0","1.0"
"347","0.0","1.0","0.0","0.0","0.0","2.0","0.0","2.0"
"348","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0"
"349","1.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0"
"350","2.0","1.0","2.0","1.0","0.0","2.0","1.0","1.0"
"351","1.0","2.0","1.0","1.0","1.0","0.0","1.0","1.0"
"352","2.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0"
"353","0.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0"
"354","0.0","1.0","1.0","0.0","2.0","1.0","1.0","0.0"
"355","2.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0"
"356","0.0","2.0","2.0","0.0","2.0","0.0","0.0","1.0"
"357","1.0","0.0","2.0","1.0","0.0","0.0","2.0","1.0"
"358","2.0","1.0","0.0","0.0","0.0","2.0","2.0","2.0"
"359","1.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"360","0.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0"
"361","2.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"362","1.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0"
"363","0.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0"
"364","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"365","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0"
"366","0.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"367","2.0","1.0","0.0","1.0","2.0","1.0","0.0","2.0"
"368","2.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"369","0.0","1.0","1.0","0.0","1.0","0.0","1.0","2.0"
"370","1.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"371","2.0","2.0","2.0","0.0","2.0","0.0","0.0","2.0"
"372","1.0","2.0","1.0","0.0","1.0","1.0","0.0","2.0"
"373","0.0","0.0","2.0","1.0","2.0","2.0","0.0","2.0"
"374","0.0","2.0","1.0","0.0","2.0","0.0","0.0","2.0"
"375","2.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0"
"376","2.0","0.0","0.0","2.0","1.0","1.0","2.0","1.0"
"377","1.0","1.0","0.0","2.0","0.0","2.0","0.0","1.0"
"378","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"379","1.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0"
"380","0.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0"
"381","0.0","0.0","2.0","2.0","2.0","2.0","2.0","0.0"
"382","2.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0"
"383","0.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0"
"384","2.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0"
"385","1.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0"
