"subject_id","X0__0","X1__0","X2__0","X0__1","X1__1","X2__1"
"45","0.0","2.0","0.0","1.0","1.0","2.0"
"46","0.0","2.0","0.0","2.0","1.0","1.0"
"47","0.0","1.0","2.0","1.0","1.0","1.0"
"48","1.0","1.0","2.0","2.0","0.0","2.0"
"49","0.0","2.0","0.0","1.0","1.0","0.0"
"50","2.0","1.0","1.0","1.0","2.0","1.0"
"51","1.0","2.0","1.0","2.0","1.0","0.0"
"52","1.0","2.0","1.0","2.0","2.0","0.0"
"53","0.0","2.0","1.0","1.0","1.0","1.0"
"54","2.0","0.0","2.0","0.0","2.0","0.0"
"55","2.0","0.0","0.0","0.0","2.0","1.0"
"56","0.0","0.0","2.0","1.0","0.0","1.0"
"57","2.0","0.0","2.0","0.0","2.0","2.0"
"58","0.0","0.0","2.0","1.0","1.0","1.0"
"59","1.0","1.0","2.0","2.0","0.0","1.0"
"60","2.0","1.0","0.0","0.0","2.0","2.0"
"61","0.0","2.0","0.0","1.0","1.0","1.0"
"62","1.0","1.0","0.0","2.0","0.0","1.0"
"63","0.0","0.0","2.0","1.0","1.0","1.0"
"64","0.0","0.0","2.0","1.0","2.0","1.0"
"65","2.0","1.0","0.0","1.0","0.0","2.0"
"66","0.0","0.0","2.0","0.0","0.0","1.0"
"67","0.0","2.0","0.0","1.0","1.0","0.0"
"68","1.0","1.0","1.0","2.0","0.0","2.0"
"69","2.0","0.0","0.0","0.0","2.0","2.0"
"70","0.0","1.0","2.0","1.0","0.0","1.0"
"71","1.0","0.0","1.0","2.0","2.0","0.0"
"72","2.0","2.0","1.0","1.0","1.0","1.0"
"73","0.0","2.0","2.0","1.0","1.0","2.0"
"74","1.0","1.0","0.0","2.0","0.0","0.0"
"75","2.0","0.0","0.0","0.0","2.0","1.0"
"76","2.0","0.0","2.0","1.0","1.0","2.0"
"77","1.0","0.0","2.0","2.0","1.0","2.0"
"78","1.0","2.0","1.0","2.0","1.0","0.0"
"79","1.0","0.0","1.0","2.0","2.0","0.0"
"80","1.0","2.0","1.0","2.0","1.0","0.0"
"81","1.0","1.0","1.0","2.0","0.0","2.0"
"82","2.0","0.0","0.0","0.0","2.0","2.0"
"83","2.0","1.0","0.0","0.0","1.0","2.0"
"84","0.0","2.0","2.0","1.0","0.0","1.0"
"85","2.0","1.0","2.0","1.0","1.0","2.0"
"86","2.0","0.0","2.0","0.0","2.0","2.0"
"87","1.0","0.0","1.0","2.0","1.0","0.0"
"88","1.0","1.0","2.0","2.0","0.0","0.0"
"89","2.0","0.0","1.0","0.0","2.0","0.0"
"90","1.0","1.0","2.0","2.0","2.0","2.0"
"91","0.0","2.0","2.0","1.0","1.0","1.0"
"92","1.0","0.0","0.0","1.0","0.0","1.0"
"93","2.0","0.0","0.0","0.0","2.0","1.0"
"94","2.0","0.0","0.0","0.0","0.0","2.0"
"95","1.0","1.0","1.0","2.0","2.0","0.0"
"96","0.0","2.0","2.0","1.0","1.0","2.0"
"97","2.0","2.0","0.0","0.0","0.0","2.0"
"98","0.0","0.0","2.0","1.0","2.0","1.0"
"99","0.0","2.0","0.0","1.0","1.0","0.0"
"100","0.0","0.0","2.0","1.0","2.0","1.0"
"101","0.0","2.0","2.0","1.0","1.0","1.0"
"102","2.0","0.0","0.0","1.0","2.0","0.0"
"103","1.0","0.0","1.0","2.0","1.0","0.0"
"104","2.0","2.0","1.0","0.0","1.0","1.0"
"105","2.0","0.0","2.0","1.0","2.0","1.0"
"106","0.0","1.0","2.0","1.0","1.0","1.0"
"107","2.0","0.0","0.0","2.0","2.0","2.0"
"108","1.0","2.0","1.0","2.0","1.0","0.0"
"109","1.0","1.0","1.0","2.0","1.0","0.0"
"110","1.0","0.0","1.0","2.0","2.0","0.0"
"111","2.0","2.0","0.0","0.0","1.0","2.0"
"112","1.0","1.0","1.0","2.0","2.0","0.0"
"113","0.0","2.0","2.0","1.0","2.0","0.0"
"114","2.0","0.0","2.0","0.0","2.0","1.0"
"115","2.0","1.0","0.0","0.0","1.0","2.0"
"116","2.0","1.0","0.0","2.0","0.0","0.0"
"117","1.0","0.0","2.0","2.0","0.0","1.0"
"118","0.0","0.0","2.0","1.0","0.0","1.0"
"119","0.0","1.0","2.0","1.0","0.0","1.0"
"120","1.0","0.0","1.0","2.0","0.0","0.0"
"121","0.0","1.0","2.0","1.0","2.0","1.0"
"122","0.0","2.0","0.0","1.0","1.0","2.0"
"123","0.0","2.0","2.0","2.0","2.0","2.0"
"124","0.0","1.0","2.0","1.0","2.0","1.0"
"125","0.0","1.0","0.0","2.0","1.0","1.0"
"126","1.0","1.0","2.0","2.0","0.0","2.0"
"127","0.0","1.0","2.0","1.0","2.0","1.0"
"128","0.0","2.0","2.0","2.0","2.0","1.0"
"129","2.0","0.0","1.0","0.0","2.0","1.0"
"130","0.0","2.0","0.0","0.0","2.0","2.0"
"131","2.0","0.0","0.0","0.0","2.0","0.0"
"132","2.0","0.0","1.0","0.0","0.0","2.0"
"133","0.0","2.0","1.0","1.0","0.0","0.0"
"134","2.0","1.0","0.0","0.0","2.0","2.0"
"135","0.0","0.0","2.0","1.0","0.0","1.0"
"136","1.0","1.0","1.0","2.0","0.0","1.0"
"137","0.0","2.0","2.0","0.0","2.0","1.0"
"138","2.0","1.0","0.0","0.0","0.0","2.0"
"139","1.0","0.0","1.0","2.0","1.0","0.0"
"140","0.0","2.0","1.0","1.0","1.0","2.0"
"141","0.0","0.0","2.0","1.0","0.0","1.0"
"142","0.0","1.0","2.0","0.0","2.0","1.0"
"143","1.0","0.0","2.0","0.0","0.0","1.0"
"144","1.0","1.0","0.0","2.0","1.0","0.0"
"145","1.0","1.0","0.0","2.0","0.0","2.0"
"146","0.0","0.0","2.0","1.0","2.0","1.0"
"147","2.0","0.0","0.0","0.0","2.0","2.0"
"148","0.0","2.0","1.0","1.0","0.0","2.0"
"149","2.0","0.0","0.0","0.0","2.0","0.0"
"150","0.0","2.0","2.0","1.0","1.0","1.0"
"151","2.0","0.0","0.0","0.0","1.0","0.0"
"152","2.0","0.0","2.0","0.0","2.0","2.0"
"153","0.0","2.0","1.0","1.0","1.0","0.0"
"154","1.0","1.0","0.0","2.0","0.0","2.0"
"155","2.0","0.0","1.0","0.0","1.0","0.0"
"156","0.0","2.0","2.0","2.0","1.0","0.0"
"157","1.0","1.0","1.0","2.0","1.0","2.0"
"158","1.0","1.0","2.0","2.0","0.0","0.0"
"159","2.0","0.0","0.0","0.0","1.0","2.0"
"160","0.0","2.0","0.0","1.0","1.0","1.0"
"161","1.0","1.0","0.0","1.0","0.0","0.0"
"162","1.0","0.0","2.0","2.0","2.0","0.0"
"163","2.0","1.0","0.0","0.0","1.0","2.0"
"164","2.0","0.0","2.0","1.0","0.0","1.0"
"165","0.0","2.0","2.0","1.0","1.0","2.0"
"166","0.0","0.0","2.0","1.0","0.0","1.0"
"167","1.0","0.0","1.0","2.0","0.0","0.0"
"168","0.0","0.0","2.0","1.0","2.0","1.0"
"169","0.0","2.0","1.0","2.0","1.0","1.0"
"170","2.0","0.0","0.0","0.0","2.0","2.0"
"171","2.0","0.0","1.0","0.0","2.0","2.0"
"172","2.0","1.0","2.0","1.0","0.0","2.0"
"173","2.0","2.0","1.0","0.0","0.0","1.0"
"174","1.0","1.0","2.0","0.0","0.0","1.0"
"175","2.0","0.0","1.0","0.0","2.0","2.0"
"176","1.0","1.0","2.0","2.0","1.0","2.0"
"177","0.0","0.0","2.0","1.0","2.0","1.0"
"178","0.0","0.0","0.0","1.0","1.0","1.0"
"179","2.0","0.0","0.0","0.0","2.0","2.0"
"180","0.0","1.0","2.0","1.0","2.0","1.0"
"181","1.0","1.0","2.0","2.0","0.0","1.0"
"182","1.0","2.0","1.0","2.0","0.0","0.0"
"183","2.0","0.0","0.0","0.0","0.0","2.0"
"184","1.0","1.0","2.0","2.0","0.0","1.0"
"185","1.0","2.0","2.0","0.0","0.0","0.0"
"186","2.0","0.0","0.0","0.0","2.0","2.0"
"187","0.0","0.0","0.0","1.0","0.0","1.0"
"188","1.0","1.0","0.0","2.0","0.0","1.0"
"189","2.0","0.0","0.0","0.0","2.0","1.0"
"190","0.0","1.0","2.0","1.0","2.0","1.0"
"191","1.0","1.0","0.0","2.0","0.0","2.0"
"192","2.0","0.0","2.0","0.0","2.0","1.0"
"193","1.0","1.0","1.0","2.0","2.0","0.0"
"194","1.0","2.0","2.0","2.0","2.0","1.0"
"195","0.0","2.0","2.0","1.0","0.0","0.0"
"196","0.0","2.0","0.0","1.0","1.0","1.0"
"197","2.0","1.0","0.0","0.0","2.0","2.0"
"198","1.0","0.0","1.0","2.0","0.0","0.0"
"199","2.0","1.0","0.0","0.0","0.0","2.0"
"200","2.0","0.0","0.0","1.0","2.0","0.0"
"201","0.0","0.0","1.0","1.0","0.0","2.0"
"202","2.0","0.0","0.0","0.0","0.0","2.0"
"203","1.0","1.0","0.0","2.0","0.0","0.0"
"204","2.0","0.0","0.0","0.0","2.0","0.0"
"205","0.0","2.0","1.0","1.0","1.0","2.0"
"206","0.0","1.0","2.0","1.0","2.0","1.0"
"207","0.0","2.0","2.0","1.0","1.0","1.0"
"208","0.0","2.0","1.0","1.0","1.0","1.0"
"209","0.0","2.0","1.0","1.0","1.0","0.0"
"210","0.0","0.0","2.0","1.0","2.0","1.0"
"211","2.0","1.0","0.0","2.0","2.0","2.0"
"212","1.0","1.0","1.0","2.0","0.0","0.0"
"213","1.0","1.0","1.0","0.0","1.0","2.0"
"214","1.0","1.0","1.0","2.0","0.0","2.0"
"215","2.0","1.0","0.0","0.0","2.0","1.0"
"216","2.0","1.0","0.0","0.0","0.0","1.0"
"217","2.0","2.0","0.0","0.0","0.0","2.0"
"218","2.0","2.0","0.0","0.0","1.0","2.0"
"219","2.0","0.0","0.0","0.0","1.0","2.0"
"220","0.0","2.0","2.0","1.0","1.0","1.0"
"221","0.0","2.0","2.0","1.0","2.0","1.0"
"222","2.0","2.0","0.0","0.0","2.0","2.0"
"223","2.0","0.0","0.0","0.0","2.0","1.0"
"224","2.0","2.0","0.0","0.0","1.0","2.0"
"225","0.0","2.0","1.0","1.0","1.0","2.0"
"226","1.0","1.0","2.0","2.0","0.0","2.0"
"227","1.0","1.0","2.0","2.0","0.0","0.0"
"228","2.0","0.0","1.0","1.0","2.0","2.0"
"229","0.0","2.0","2.0","1.0","0.0","1.0"
"230","0.0","0.0","2.0","1.0","2.0","1.0"
"231","2.0","0.0","1.0","0.0","2.0","0.0"
"232","1.0","0.0","2.0","0.0","1.0","2.0"
"233","1.0","1.0","2.0","2.0","0.0","2.0"
"234","1.0","1.0","2.0","2.0","0.0","2.0"
"235","0.0","2.0","2.0","1.0","1.0","0.0"
"236","1.0","1.0","1.0","2.0","2.0","0.0"
"237","1.0","1.0","2.0","2.0","0.0","2.0"
"238","0.0","1.0","2.0","1.0","0.0","1.0"
"239","2.0","0.0","0.0","0.0","1.0","2.0"
"240","2.0","1.0","2.0","2.0","2.0","0.0"
"241","0.0","2.0","0.0","0.0","2.0","0.0"
"242","1.0","1.0","0.0","2.0","1.0","2.0"
"243","0.0","2.0","2.0","1.0","1.0","2.0"
"244","1.0","2.0","1.0","2.0","1.0","0.0"
"245","1.0","0.0","1.0","2.0","2.0","0.0"
"246","0.0","1.0","1.0","0.0","0.0","1.0"
"247","0.0","1.0","2.0","1.0","0.0","1.0"
"248","0.0","2.0","2.0","2.0","1.0","1.0"
"249","0.0","0.0","2.0","1.0","2.0","1.0"
"250","2.0","0.0","2.0","0.0","2.0","1.0"
"251","2.0","0.0","2.0","0.0","2.0","1.0"
"252","1.0","1.0","1.0","2.0","0.0","0.0"
"253","0.0","1.0","2.0","1.0","2.0","1.0"
"254","1.0","1.0","0.0","2.0","0.0","1.0"
"255","2.0","0.0","0.0","1.0","2.0","0.0"
"256","0.0","2.0","0.0","1.0","1.0","0.0"
"257","2.0","0.0","0.0","0.0","2.0","2.0"
"258","2.0","0.0","0.0","0.0","2.0","0.0"
"259","2.0","0.0","0.0","0.0","1.0","0.0"
"260","1.0","2.0","1.0","2.0","1.0","0.0"
"261","1.0","1.0","2.0","2.0","0.0","1.0"
"262","1.0","0.0","0.0","0.0","2.0","2.0"
"263","1.0","1.0","0.0","2.0","0.0","0.0"
"264","0.0","0.0","1.0","1.0","1.0","1.0"
"265","0.0","2.0","0.0","1.0","1.0","0.0"
"266","2.0","2.0","0.0","2.0","1.0","2.0"
"267","2.0","0.0","1.0","0.0","2.0","0.0"
"268","1.0","1.0","0.0","2.0","0.0","0.0"
"269","1.0","2.0","1.0","2.0","2.0","0.0"
"270","2.0","0.0","2.0","0.0","2.0","0.0"
"271","1.0","0.0","1.0","2.0","0.0","0.0"
"272","1.0","0.0","1.0","2.0","2.0","0.0"
"273","0.0","2.0","2.0","0.0","0.0","1.0"
"274","0.0","2.0","2.0","1.0","1.0","1.0"
"275","2.0","0.0","0.0","1.0","1.0","2.0"
"276","2.0","0.0","0.0","0.0","0.0","2.0"
"277","2.0","2.0","0.0","0.0","2.0","2.0"
"278","1.0","0.0","1.0","2.0","2.0","0.0"
"279","0.0","2.0","2.0","1.0","1.0","1.0"
"280","0.0","2.0","2.0","1.0","1.0","2.0"
"281","0.0","1.0","2.0","1.0","0.0","1.0"
"282","1.0","1.0","2.0","2.0","0.0","2.0"
"283","0.0","1.0","2.0","1.0","2.0","1.0"
"284","1.0","2.0","1.0","2.0","1.0","0.0"
"285","0.0","1.0","2.0","1.0","2.0","1.0"
"286","0.0","2.0","1.0","1.0","1.0","0.0"
"287","2.0","2.0","0.0","0.0","0.0","2.0"
"288","2.0","0.0","2.0","0.0","2.0","2.0"
"289","0.0","2.0","1.0","1.0","1.0","2.0"
"290","2.0","1.0","0.0","1.0","2.0","1.0"
"291","0.0","1.0","2.0","1.0","0.0","1.0"
"292","2.0","0.0","0.0","0.0","2.0","0.0"
"293","1.0","1.0","1.0","2.0","0.0","1.0"
"294","0.0","2.0","1.0","0.0","1.0","2.0"
"295","1.0","1.0","0.0","2.0","0.0","1.0"
"296","2.0","0.0","0.0","0.0","0.0","2.0"
"297","1.0","0.0","1.0","2.0","0.0","0.0"
"298","0.0","1.0","2.0","1.0","0.0","1.0"
"299","0.0","2.0","1.0","1.0","1.0","0.0"
"300","1.0","2.0","0.0","2.0","1.0","2.0"
"301","0.0","2.0","2.0","1.0","1.0","1.0"
"302","1.0","2.0","0.0","2.0","2.0","0.0"
"303","1.0","1.0","1.0","2.0","0.0","0.0"
"304","0.0","0.0","2.0","1.0","2.0","1.0"
"305","2.0","0.0","0.0","0.0","1.0","2.0"
"306","0.0","0.0","2.0","1.0","0.0","1.0"
"307","0.0","0.0","2.0","1.0","1.0","1.0"
"308","0.0","2.0","2.0","1.0","1.0","0.0"
"309","0.0","2.0","1.0","1.0","1.0","2.0"
"310","1.0","2.0","1.0","0.0","1.0","0.0"
"311","0.0","2.0","2.0","1.0","1.0","1.0"
"312","2.0","2.0","0.0","0.0","0.0","2.0"
"313","0.0","0.0","2.0","1.0","1.0","1.0"
"314","2.0","1.0","0.0","0.0","0.0","2.0"
"315","1.0","2.0","1.0","2.0","0.0","0.0"
"316","1.0","0.0","1.0","2.0","1.0","1.0"
"317","2.0","2.0","0.0","0.0","0.0","2.0"
"318","0.0","2.0","0.0","1.0","1.0","2.0"
"319","1.0","2.0","0.0","0.0","2.0","2.0"
"320","0.0","2.0","2.0","1.0","1.0","1.0"
"321","1.0","0.0","1.0","0.0","1.0","2.0"
"322","2.0","0.0","0.0","0.0","2.0","2.0"
"323","2.0","0.0","1.0","0.0","2.0","1.0"
"324","1.0","1.0","2.0","2.0","0.0","1.0"
"325","0.0","2.0","2.0","0.0","1.0","1.0"
"326","0.0","2.0","2.0","1.0","1.0","1.0"
"327","2.0","0.0","1.0","0.0","2.0","0.0"
"328","2.0","0.0","2.0","0.0","2.0","0.0"
"329","0.0","2.0","1.0","1.0","1.0","1.0"
"330","0.0","2.0","2.0","2.0","2.0","0.0"
"331","1.0","1.0","2.0","2.0","0.0","2.0"
"332","0.0","2.0","1.0","1.0","1.0","1.0"
"333","0.0","0.0","2.0","1.0","2.0","1.0"
"334","1.0","1.0","0.0","2.0","0.0","0.0"
"335","2.0","0.0","0.0","0.0","2.0","0.0"
"336","2.0","1.0","1.0","1.0","0.0","0.0"
"337","1.0","0.0","1.0","2.0","2.0","0.0"
"338","0.0","2.0","1.0","1.0","1.0","0.0"
"339","1.0","0.0","1.0","2.0","1.0","0.0"
"340","0.0","2.0","0.0","1.0","1.0","1.0"
"341","1.0","1.0","1.0","2.0","0.0","0.0"
"342","0.0","2.0","2.0","1.0","2.0","1.0"
"343","1.0","1.0","1.0","2.0","2.0","0.0"
"344","1.0","2.0","1.0","2.0","2.0","0.0"
"345","0.0","0.0","2.0","2.0","0.0","1.0"
"346","2.0","2.0","1.0","1.0","2.0","2.0"
"347","2.0","1.0","0.0","0.0","2.0","2.0"
"348","0.0","2.0","2.0","1.0","1.0","1.0"
"349","0.0","1.0","2.0","1.0","0.0","1.0"
"350","0.0","2.0","0.0","1.0","0.0","1.0"
"351","1.0","1.0","2.0","2.0","0.0","2.0"
"352","0.0","2.0","1.0","1.0","1.0","2.0"
"353","1.0","1.0","0.0","2.0","0.0","2.0"
"354","0.0","2.0","1.0","1.0","1.0","0.0"
"355","2.0","0.0","1.0","0.0","2.0","0.0"
"356","0.0","2.0","2.0","1.0","2.0","1.0"
"357","2.0","2.0","0.0","0.0","2.0","2.0"
"358","2.0","0.0","0.0","2.0","1.0","2.0"
"359","0.0","2.0","2.0","1.0","1.0","2.0"
"360","1.0","0.0","1.0","2.0","2.0","0.0"
"361","0.0","0.0","1.0","0.0","2.0","1.0"
"362","1.0","0.0","1.0","2.0","1.0","0.0"
"363","1.0","2.0","1.0","2.0","2.0","0.0"
"364","1.0","1.0","0.0","2.0","0.0","0.0"
"365","2.0","0.0","0.0","0.0","2.0","0.0"
"366","2.0","0.0","0.0","0.0","2.0","1.0"
"367","0.0","1.0","2.0","1.0","0.0","1.0"
"368","2.0","0.0","0.0","0.0","2.0","2.0"
"369","0.0","1.0","2.0","1.0","2.0","1.0"
"370","0.0","1.0","2.0","1.0","2.0","0.0"
"371","0.0","2.0","0.0","1.0","1.0","2.0"
"372","0.0","2.0","0.0","1.0","1.0","2.0"
"373","1.0","0.0","1.0","2.0","2.0","0.0"
"374","0.0","0.0","2.0","1.0","1.0","1.0"
"375","0.0","0.0","2.0","1.0","0.0","1.0"
"376","0.0","2.0","0.0","1.0","1.0","0.0"
"377","2.0","2.0","0.0","0.0","0.0","2.0"
"378","0.0","2.0","2.0","1.0","1.0","1.0"
"379","2.0","1.0","0.0","0.0","1.0","0.0"
"380","2.0","2.0","0.0","1.0","2.0","2.0"
"381","0.0","0.0","1.0","1.0","2.0","0.0"
"382","2.0","0.0","0.0","0.0","0.0","0.0"
"383","2.0","0.0","0.0","0.0","2.0","1.0"
"384","1.0","2.0","1.0","2.0","1.0","0.0"
"385","1.0","1.0","1.0","2.0","0.0","0.0"
"386","0.0","2.0","2.0","1.0","0.0","1.0"
"387","0.0","1.0","2.0","1.0","1.0","1.0"
"388","1.0","1.0","2.0","2.0","0.0","1.0"
"389","1.0","2.0","1.0","2.0","0.0","0.0"
"390","0.0","1.0","2.0","1.0","2.0","1.0"
"391","0.0","1.0","2.0","1.0","1.0","1.0"
"392","1.0","0.0","1.0","2.0","1.0","0.0"
"393","0.0","2.0","1.0","1.0","1.0","0.0"
"394","2.0","2.0","0.0","0.0","0.0","2.0"
"395","2.0","2.0","2.0","1.0","1.0","0.0"
"396","2.0","1.0","0.0","0.0","0.0","0.0"
"397","2.0","1.0","1.0","2.0","1.0","0.0"
"398","0.0","1.0","2.0","1.0","2.0","1.0"
"399","0.0","2.0","2.0","1.0","2.0","1.0"
"400","0.0","2.0","2.0","1.0","1.0","0.0"
"401","2.0","1.0","0.0","0.0","1.0","2.0"
"402","2.0","0.0","0.0","0.0","2.0","1.0"
"403","0.0","2.0","2.0","1.0","2.0","1.0"
"404","1.0","2.0","1.0","2.0","0.0","0.0"
"405","2.0","2.0","0.0","0.0","2.0","2.0"
"406","1.0","0.0","1.0","2.0","0.0","1.0"
"407","0.0","2.0","2.0","1.0","0.0","1.0"
"408","1.0","1.0","1.0","2.0","2.0","0.0"
"409","2.0","0.0","1.0","0.0","2.0","2.0"
"410","1.0","0.0","1.0","2.0","2.0","0.0"
"411","0.0","2.0","0.0","1.0","1.0","1.0"
"412","2.0","0.0","0.0","0.0","1.0","2.0"
"413","0.0","2.0","2.0","0.0","0.0","1.0"
"414","2.0","0.0","2.0","2.0","2.0","0.0"
"415","2.0","0.0","0.0","0.0","2.0","2.0"
"416","2.0","0.0","0.0","2.0","2.0","2.0"
"417","0.0","1.0","2.0","1.0","1.0","1.0"
"418","2.0","2.0","1.0","2.0","2.0","1.0"
"419","0.0","2.0","2.0","0.0","1.0","1.0"
"420","1.0","1.0","0.0","2.0","0.0","2.0"
"421","0.0","2.0","0.0","1.0","1.0","0.0"
"422","1.0","0.0","1.0","2.0","1.0","0.0"
"423","0.0","2.0","0.0","1.0","1.0","0.0"
"424","0.0","2.0","0.0","1.0","1.0","1.0"
"425","2.0","0.0","0.0","0.0","2.0","1.0"
"426","0.0","1.0","2.0","1.0","0.0","1.0"
"427","0.0","2.0","2.0","1.0","2.0","1.0"
"428","2.0","0.0","0.0","0.0","0.0","1.0"
"429","2.0","1.0","0.0","0.0","2.0","2.0"
"430","0.0","1.0","0.0","2.0","1.0","2.0"
"431","0.0","2.0","2.0","1.0","1.0","1.0"
"432","1.0","1.0","1.0","2.0","0.0","2.0"
"433","1.0","1.0","1.0","2.0","0.0","2.0"
"434","0.0","2.0","2.0","1.0","0.0","1.0"
"435","0.0","1.0","1.0","0.0","0.0","1.0"
"436","2.0","0.0","0.0","0.0","0.0","2.0"
"437","1.0","1.0","0.0","2.0","0.0","1.0"
"438","2.0","0.0","0.0","0.0","2.0","1.0"
"439","0.0","2.0","1.0","1.0","1.0","0.0"
"440","0.0","2.0","0.0","1.0","1.0","2.0"
"441","0.0","2.0","0.0","1.0","1.0","1.0"
"442","2.0","0.0","2.0","0.0","2.0","2.0"
"443","0.0","2.0","1.0","1.0","1.0","1.0"
"444","1.0","1.0","2.0","2.0","0.0","2.0"
"445","0.0","2.0","1.0","1.0","1.0","1.0"
"446","0.0","2.0","2.0","1.0","2.0","0.0"
"447","1.0","2.0","1.0","2.0","0.0","0.0"
"448","1.0","1.0","1.0","2.0","0.0","0.0"
"449","0.0","1.0","2.0","1.0","2.0","0.0"
"450","2.0","2.0","0.0","0.0","1.0","2.0"
"451","2.0","1.0","0.0","0.0","2.0","2.0"
"452","2.0","0.0","2.0","0.0","2.0","1.0"
"453","0.0","2.0","2.0","1.0","0.0","1.0"
"454","2.0","0.0","0.0","2.0","0.0","2.0"
"455","2.0","1.0","1.0","2.0","2.0","2.0"
"456","2.0","0.0","1.0","0.0","2.0","2.0"
"457","1.0","2.0","1.0","0.0","2.0","0.0"
"458","0.0","0.0","1.0","1.0","2.0","2.0"
"459","2.0","2.0","0.0","1.0","0.0","2.0"
"460","0.0","1.0","2.0","2.0","0.0","0.0"
"461","1.0","0.0","1.0","2.0","0.0","0.0"
"462","0.0","2.0","0.0","1.0","1.0","1.0"
"463","2.0","0.0","0.0","0.0","2.0","1.0"
"464","0.0","2.0","0.0","1.0","1.0","0.0"
"465","1.0","1.0","1.0","2.0","1.0","0.0"
"466","1.0","0.0","1.0","2.0","1.0","0.0"
"467","1.0","1.0","1.0","2.0","0.0","0.0"
"468","1.0","0.0","1.0","2.0","2.0","0.0"
"469","1.0","2.0","0.0","1.0","0.0","2.0"
"470","1.0","1.0","2.0","2.0","1.0","0.0"
"471","1.0","1.0","0.0","0.0","0.0","0.0"
"472","2.0","2.0","0.0","0.0","2.0","2.0"
"473","1.0","1.0","1.0","2.0","0.0","1.0"
"474","0.0","2.0","2.0","1.0","1.0","2.0"
"475","1.0","1.0","0.0","2.0","0.0","1.0"
"476","1.0","0.0","1.0","2.0","0.0","2.0"
"477","2.0","2.0","2.0","2.0","0.0","1.0"
"478","2.0","1.0","0.0","0.0","1.0","2.0"
"479","1.0","1.0","1.0","2.0","0.0","0.0"
"480","2.0","2.0","2.0","0.0","0.0","1.0"
"481","0.0","2.0","1.0","1.0","1.0","2.0"
"482","1.0","1.0","0.0","2.0","0.0","1.0"
"483","0.0","2.0","2.0","2.0","1.0","1.0"
"484","2.0","0.0","1.0","1.0","2.0","2.0"
"485","0.0","1.0","1.0","0.0","2.0","0.0"
"486","2.0","0.0","0.0","0.0","2.0","2.0"
"487","2.0","0.0","0.0","0.0","2.0","1.0"
"488","0.0","2.0","2.0","1.0","1.0","2.0"
"489","1.0","0.0","1.0","2.0","1.0","0.0"
"490","1.0","2.0","1.0","2.0","1.0","0.0"
"491","2.0","2.0","0.0","0.0","2.0","2.0"
"492","2.0","1.0","0.0","0.0","2.0","2.0"
"493","0.0","2.0","1.0","1.0","1.0","0.0"
"494","2.0","0.0","0.0","0.0","2.0","1.0"
"495","2.0","0.0","0.0","0.0","1.0","1.0"
"496","0.0","2.0","2.0","1.0","1.0","2.0"
